,id,score
0,0,1.0
1,1,0.9999657869338989
2,2,0.9549367427825928
3,3,0.9985330104827881
4,4,0.5
5,5,0.9999985694885254
6,6,0.0012979507446289062
7,7,1.0
8,8,0.9999648332595825
9,9,1.0
10,10,0.8245134353637695
11,11,0.9999756813049316
12,12,0.9969478845596313
13,13,1.3589859008789062e-05
14,14,0.9961298704147339
15,15,0.9855627417564392
16,16,0.016917049884796143
17,17,0.9963299036026001
18,18,0.84703129529953
19,19,0.23733916878700256
20,20,0.023313164710998535
21,21,0.7561740279197693
22,22,0.9648340940475464
23,23,0.9993914365768433
24,24,0.0041412413120269775
25,25,0.9808104634284973
26,26,0.9999785423278809
27,27,0.0002461671829223633
28,28,0.9999498128890991
29,29,1.0
30,30,0.9997424483299255
31,31,0.01562926173210144
32,32,0.017385333776474
33,33,0.9976722002029419
34,34,0.0007005631923675537
35,35,0.006807565689086914
36,36,0.9951823949813843
37,37,0.9999940395355225
38,38,0.9999997615814209
39,39,1.0
40,40,0.9999732971191406
41,41,0.9999913573265076
42,42,0.9999998807907104
43,43,0.9999917149543762
44,44,0.9130368232727051
45,45,1.0
46,46,0.999484658241272
47,47,0.998382031917572
48,48,0.049164921045303345
49,49,0.001165837049484253
50,50,0.9999982118606567
51,51,0.9987924098968506
52,52,0.006154149770736694
53,53,0.1339603066444397
54,54,1.0
55,55,0.5
56,56,0.9958705902099609
57,57,0.9996944665908813
58,58,0.9877218008041382
59,59,9.626150131225586e-06
60,60,0.9372417330741882
61,61,0.9980416297912598
62,62,0.09473386406898499
63,63,0.9718159437179565
64,64,0.9998871088027954
65,65,0.9999997615814209
66,66,0.99486243724823
67,67,0.9996665716171265
68,68,0.9127445220947266
69,69,0.9461159706115723
70,70,0.9961901903152466
71,71,0.010259509086608887
72,72,0.9929481744766235
73,73,0.9999423027038574
74,74,1.0
75,75,1.0
76,76,0.9991949796676636
77,77,0.9994890689849854
78,78,0.999981164932251
79,79,0.5
80,80,0.996322751045227
81,81,1.9669532775878906e-06
82,82,0.9963294863700867
83,83,1.0
84,84,0.9999980330467224
85,85,0.0013508200645446777
86,86,0.0011765360832214355
87,87,0.7739269733428955
88,88,1.0
89,89,0.9999977350234985
90,90,0.7605333924293518
91,91,0.9990882873535156
92,92,0.9773824214935303
93,93,0.015013962984085083
94,94,0.9999998807907104
95,95,0.051106542348861694
96,96,0.9986154437065125
97,97,0.004670292139053345
98,98,0.9999986886978149
99,99,5.27501106262207e-06
100,100,0.9392707347869873
101,101,0.9897404909133911
102,102,0.9996544122695923
103,103,0.0009704232215881348
104,104,0.9992308616638184
105,105,0.9951404929161072
106,106,0.01079443097114563
107,107,0.9999992847442627
108,108,0.9344841241836548
109,109,0.9999994039535522
110,110,0.9997349977493286
111,111,0.5
112,112,0.9998360872268677
113,113,0.9961576461791992
114,114,0.999991238117218
115,115,0.9983420968055725
116,116,0.20998528599739075
117,117,0.5
118,118,0.9999988079071045
119,119,0.5
120,120,0.9884029030799866
121,121,0.9946911334991455
122,122,0.9999050498008728
123,123,0.9998624324798584
124,124,0.013040751218795776
125,125,1.0
126,126,0.000706404447555542
127,127,0.9999996423721313
128,128,1.0
129,129,0.9688042998313904
130,130,0.007291078567504883
131,131,0.24455764889717102
132,132,0.20705968141555786
133,133,0.9650568962097168
134,134,0.5
135,135,0.00015494227409362793
136,136,0.7505747675895691
137,137,0.9190806150436401
138,138,0.014351576566696167
139,139,0.9997062683105469
140,140,0.9990015625953674
141,141,1.0
142,142,0.04038664698600769
143,143,0.5
144,144,0.06057173013687134
145,145,0.9999985694885254
146,146,0.9858665466308594
147,147,0.9999908208847046
148,148,0.9999395608901978
149,149,0.9999717473983765
150,150,0.9666743278503418
151,151,0.9907668828964233
152,152,0.9949432611465454
153,153,0.999969482421875
154,154,0.9876527786254883
155,155,2.9802322387695312e-08
156,156,0.5
157,157,0.9999536275863647
158,158,0.9999722838401794
159,159,0.9961192607879639
160,160,4.1425228118896484e-06
161,161,1.0
162,162,0.8599792718887329
163,163,0.00028443336486816406
164,164,0.0016582310199737549
165,165,0.9895210266113281
166,166,0.978537917137146
167,167,0.06990823149681091
168,168,0.999906599521637
169,169,5.960464477539062e-07
170,170,0.9901459813117981
171,171,0.9989959597587585
172,172,0.9989383220672607
173,173,0.9268735647201538
174,174,0.054389357566833496
175,175,7.152557373046875e-06
176,176,0.7721240520477295
177,177,0.9861693382263184
178,178,0.9848703145980835
179,179,0.9886670708656311
180,180,0.01004299521446228
181,181,0.3030988574028015
182,182,0.9997165203094482
183,183,0.8579787015914917
184,184,0.9990286827087402
185,185,0.9997811913490295
186,186,0.9997307062149048
187,187,0.9999977350234985
188,188,0.9999971985816956
189,189,0.9973233938217163
190,190,0.07574167847633362
191,191,0.9052029848098755
192,192,0.9968944787979126
193,193,0.5
194,194,0.06515076756477356
195,195,1.0
196,196,0.9256153106689453
197,197,0.9686777591705322
198,198,0.8784142732620239
199,199,0.9999998807907104
200,200,8.460879325866699e-05
201,201,0.0641094446182251
202,202,0.5
203,203,0.0008664429187774658
204,204,0.9972648620605469
205,205,4.1931867599487305e-05
206,206,0.9999962449073792
207,207,0.9995205402374268
208,208,0.999974250793457
209,209,0.008683949708938599
210,210,0.9773995876312256
211,211,0.9999996423721313
212,212,0.9886183738708496
213,213,0.11909636855125427
214,214,0.006781190633773804
215,215,0.9999990463256836
216,216,0.03242379426956177
217,217,0.9984224438667297
218,218,0.21430754661560059
219,219,1.1920928955078125e-06
220,220,0.9314101934432983
221,221,0.00036582350730895996
222,222,0.9999444484710693
223,223,0.5
224,224,0.9748040437698364
225,225,0.9351497888565063
226,226,0.8946989178657532
227,227,0.0
